fb_str;city;postcode;Number_of_students;faculty_plz
Wirtschaftswissenschaftliche Fakultät;Aschaffenburg;63739;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Aschaffenburg;63741;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Bad Kissingen;97688;9;"97070"
Wirtschaftswissenschaftliche Fakultät;Bad Mergentheim;97980;12;"97070"
Wirtschaftswissenschaftliche Fakultät;Bad Neustadt;97616;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Bad Vilbel;61118;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Bad Windsheim;91438;5;"97070"
Wirtschaftswissenschaftliche Fakultät;Baden-Baden;Undefined;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Bamberg;96049;4;"97070"
Wirtschaftswissenschaftliche Fakultät;Bamberg;Undefined;5;"97070"
Wirtschaftswissenschaftliche Fakultät;Bayreuth;Undefined;4;"97070"
Wirtschaftswissenschaftliche Fakultät;Bergrheinfeld;97493;5;"97070"
Wirtschaftswissenschaftliche Fakultät;Bergtheim;97241;6;"97070"
Wirtschaftswissenschaftliche Fakultät;Berlin;Undefined;5;"97070"
Wirtschaftswissenschaftliche Fakultät;Biebelried;97318;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Bretzfeld;74626;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Burkardroth;97705;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Crailsheim;74564;12;"97070"
Wirtschaftswissenschaftliche Fakultät;Dettelbach;97337;6;"97070"
Wirtschaftswissenschaftliche Fakultät;Dinkelsbühl;91550;5;"97070"
Wirtschaftswissenschaftliche Fakultät;Düsseldorf;Undefined;4;"97070"
Wirtschaftswissenschaftliche Fakultät;Eibelstadt;97246;5;"97070"
Wirtschaftswissenschaftliche Fakultät;Eichenzell;36124;6;"97070"
Wirtschaftswissenschaftliche Fakultät;Eisingen;97249;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Erlabrunn;97250;4;"97070"
Wirtschaftswissenschaftliche Fakultät;Erlangen;Undefined;5;"97070"
Wirtschaftswissenschaftliche Fakultät;Erlenbach;97837;4;"97070"
Wirtschaftswissenschaftliche Fakultät;Erlenbach am Main;63906;5;"97070"
Wirtschaftswissenschaftliche Fakultät;Estenfeld;97230;16;"97070"
Wirtschaftswissenschaftliche Fakultät;Eußenheim;97776;4;"97070"
Wirtschaftswissenschaftliche Fakultät;Feuchtwangen;91555;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Filderstadt;70794;5;"97070"
Wirtschaftswissenschaftliche Fakultät;Flein;74223;5;"97070"
Wirtschaftswissenschaftliche Fakultät;Frankfurt am Main;Undefined;6;"97070"
Wirtschaftswissenschaftliche Fakultät;Fulda;36041;9;"97070"
Wirtschaftswissenschaftliche Fakultät;Fürth;Undefined;8;"97070"
Wirtschaftswissenschaftliche Fakultät;Gemünden am Main;97737;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Gerbrunn;97218;22;"97070"
Wirtschaftswissenschaftliche Fakultät;Gerolzhofen;97447;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Giebelstadt;97232;5;"97070"
Wirtschaftswissenschaftliche Fakultät;Goldbach;63773;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Greußenheim;97259;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Großlangheim;97320;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Gunzenhausen;91710;4;"97070"
Wirtschaftswissenschaftliche Fakultät;Güntersleben;97261;11;"97070"
Wirtschaftswissenschaftliche Fakultät;Hammelburg;97762;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Hanau;Undefined;4;"97070"
Wirtschaftswissenschaftliche Fakultät;Hassfurt;97437;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Haßfurt;97437;5;"97070"
Wirtschaftswissenschaftliche Fakultät;Heidelberg;Undefined;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Heilbronn;74074;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Heilbronn;Undefined;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Hettstadt;97265;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Höchberg;97204;16;"97070"
Wirtschaftswissenschaftliche Fakultät;Höpfingen;74746;4;"97070"
Wirtschaftswissenschaftliche Fakultät;Hösbach;63768;8;"97070"
Wirtschaftswissenschaftliche Fakultät;Igersheim;97999;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Ingolstadt;Undefined;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Iphofen;97346;6;"97070"
Wirtschaftswissenschaftliche Fakultät;Karlsruhe;Undefined;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Karlstadt;97753;20;"97070"
Wirtschaftswissenschaftliche Fakultät;Karsbach;97783;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Kassel;Undefined;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Kempten;Undefined;4;"97070"
Wirtschaftswissenschaftliche Fakultät;Kirchheim unter Teck;73230;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Kitzingen;97318;25;"97070"
Wirtschaftswissenschaftliche Fakultät;Kleinrinderfeld;97271;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Külsheim;97900;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Künzell;36093;4;"97070"
Wirtschaftswissenschaftliche Fakultät;Künzelsau;74653;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Kürnach;97273;9;"97070"
Wirtschaftswissenschaftliche Fakultät;Lauda-Königshofen;97922;6;"97070"
Wirtschaftswissenschaftliche Fakultät;Lehrberg;91611;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Leinach;97274;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Leinburg;91227;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Lohr am Main;97816;9;"97070"
Wirtschaftswissenschaftliche Fakultät;Margetshöchheim;97276;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Marktbreit;97340;5;"97070"
Wirtschaftswissenschaftliche Fakultät;Marktheidenfeld;97828;8;"97070"
Wirtschaftswissenschaftliche Fakultät;Miltenberg;63897;4;"97070"
Wirtschaftswissenschaftliche Fakultät;Mosbach;74821;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Mudau;69427;3;"97070"
Wirtschaftswissenschaftliche Fakultät;München;Undefined;21;"97070"
Wirtschaftswissenschaftliche Fakultät;Neuhof;36119;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Niederwerrn;97464;5;"97070"
Wirtschaftswissenschaftliche Fakultät;Nürnberg;Undefined;15;"97070"
Wirtschaftswissenschaftliche Fakultät;Oberthulba;97723;6;"97070"
Wirtschaftswissenschaftliche Fakultät;Ochsenfurt;97199;13;"97070"
Wirtschaftswissenschaftliche Fakultät;Osterburken;74706;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Petersberg;36100;5;"97070"
Wirtschaftswissenschaftliche Fakultät;Pforzheim;Undefined;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Randersacker;97236;5;"97070"
Wirtschaftswissenschaftliche Fakultät;Regensburg;Undefined;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Reichenberg;97234;4;"97070"
Wirtschaftswissenschaftliche Fakultät;Reutlingen;Undefined;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Rimpar;97222;9;"97070"
Wirtschaftswissenschaftliche Fakultät;Rothenburg ob der Tauber;91541;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Rottendorf;97228;9;"97070"
Wirtschaftswissenschaftliche Fakultät;Scheinfeld;91443;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Schonungen;97453;4;"97070"
Wirtschaftswissenschaftliche Fakultät;Schwebheim;97525;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Schweinfurt;97421;9;"97070"
Wirtschaftswissenschaftliche Fakultät;Schweinfurt;97422;11;"97070"
Wirtschaftswissenschaftliche Fakultät;Schweinfurt;97424;5;"97070"
Wirtschaftswissenschaftliche Fakultät;Schwäbisch Hall;74523;4;"97070"
Wirtschaftswissenschaftliche Fakultät;Seinsheim;97342;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Sommerach;97334;4;"97070"
Wirtschaftswissenschaftliche Fakultät;Strahlungen;97618;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Stuttgart;Undefined;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Tauberbischofsheim;97941;6;"97070"
Wirtschaftswissenschaftliche Fakultät;Thüngersheim;97291;4;"97070"
Wirtschaftswissenschaftliche Fakultät;Triefenstein;97855;5;"97070"
Wirtschaftswissenschaftliche Fakultät;Uffenheim;97215;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Undefined;Undefined;789;"97070"
Wirtschaftswissenschaftliche Fakultät;Veitshöchheim;97209;7;"97070"
Wirtschaftswissenschaftliche Fakultät;Volkach;97332;9;"97070"
Wirtschaftswissenschaftliche Fakultät;Waldbrunn;97295;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Waldbüttelbrunn;97297;7;"97070"
Wirtschaftswissenschaftliche Fakultät;Walldürn;74731;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Werneck;97440;5;"97070"
Wirtschaftswissenschaftliche Fakultät;Wertheim;97877;22;"97070"
Wirtschaftswissenschaftliche Fakultät;Wiesbaden;Undefined;3;"97070"
Wirtschaftswissenschaftliche Fakultät;Wiesentheid;97353;9;"97070"
Wirtschaftswissenschaftliche Fakultät;Willanzheim;97348;4;"97070"
Wirtschaftswissenschaftliche Fakultät;Würzburg;97070;88;"97070"
Wirtschaftswissenschaftliche Fakultät;Würzburg;97072;117;"97070"
Wirtschaftswissenschaftliche Fakultät;Würzburg;97074;113;"97070"
Wirtschaftswissenschaftliche Fakultät;Würzburg;97076;24;"97070"
Wirtschaftswissenschaftliche Fakultät;Würzburg;97078;21;"97070"
Wirtschaftswissenschaftliche Fakultät;Würzburg;97080;54;"97070"
Wirtschaftswissenschaftliche Fakultät;Würzburg;97082;54;"97070"
Wirtschaftswissenschaftliche Fakultät;Würzburg;97084;38;"97070"
Wirtschaftswissenschaftliche Fakultät;Zell a. Main;97299;4;"97070"
Wirtschaftswissenschaftliche Fakultät;Zell am Main;97299;5;"97070"
Wirtschaftswissenschaftliche Fakultät;Zellingen;97225;9;"97070"
Wirtschaftswissenschaftliche Fakultät;Öhringen;74613;3;"97070"
